CveID,Cvss2Severity,Cvss3Severity,SourceLink,Summary,Title,FixedIn,Name,NotFixedYet
CVE-2020-26558,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2020-26558,Bluetooth LE and BR/EDR secure pairing in Bluetooth Core Specification 2.1 through 5.2 may permit a nearby man-in-the-middle attacker to identify the Passkey used during pairing (in the Passkey authentication procedure) by reflection of the public key and the authentication evidence of the initiating device  potentially permitting this attacker to complete authenticated pairing with the responding device using the correct Passkey for the pairing session. The attack methodology determines the Passkey value one bit at a time. It was discovered that the bluetooth subsystem in the Linux kernel did not properly perform access control. An authenticated attacker could possibly use this to expose sensitive information.,CVE-2020-26558 on Ubuntu 20.04 (focal) - medium.,5.11.0-1016.17~20.04.1,linux-aws,false
CVE-2020-36311,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2020-36311,An issue was discovered in the Linux kernel before 5.9. arch/x86/kvm/svm/sev.c allows attackers to cause a denial of service (soft lockup) by triggering destruction of a large SEV VM (which requires unregistering many encrypted regions)  aka CID-7be74942f184. It was discovered that the KVM hypervisor implementation for AMD processors in the Linux kernel did not ensure enough processing time was given to perform cleanups of large SEV VMs. A local attacker could use this to cause a denial of service (soft lockup).,CVE-2020-36311 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2020-3702,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2020-3702,u'Specifically timed and handcrafted traffic can cause internal errors in a WLAN device that lead to improper layer 2 Wi-Fi encryption with a consequent possibility of information disclosure over the air for a discrete set of traffic' in Snapdragon Auto  Snapdragon Compute  Snapdragon Connectivity  Snapdragon Consumer IOT  Snapdragon Industrial IOT  Snapdragon Mobile  Snapdragon Voice & Music  Snapdragon Wearables  Snapdragon Wired Infrastructure and Networking in APQ8053  IPQ4019  IPQ8064  MSM8909W  MSM8996AU  QCA9531  QCN5502  QCS405  SDX20  SM6150  SM7150 It was discovered that a race condition existed in the Atheros Ath9k WiFi driver in the Linux kernel. An attacker could possibly use this to expose sensitive information (WiFi network traffic).,CVE-2020-3702 on Ubuntu 20.04 (focal) - medium.,5.11.0-1020.21~20.04.2,linux-aws,false
CVE-2021-0129,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-0129,Improper access control in BlueZ may allow an authenticated user to potentially enable information disclosure via adjacent access. It was discovered that the bluetooth subsystem in the Linux kernel did not properly perform access control. An authenticated attacker could possibly use this to expose sensitive information.,CVE-2021-0129 on Ubuntu 20.04 (focal) - medium.,5.11.0-1016.17~20.04.1,linux-aws,false
CVE-2021-22543,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-22543,An issue was discovered in Linux: KVM through Improper handling of VM_IO|VM_PFNMAP vmas in KVM can bypass RO checks and can lead to pages being freed while still accessible by the VMM and guest. This allows users with the ability to start and control a VM to read/write random pages of memory and can result in local privilege escalation. It was discovered that the KVM hypervisor implementation in the Linux kernel did not properly perform reference counting in some situations  leading to a use-after-free vulnerability. An attacker who could start and control a VM could possibly use this to expose sensitive information or execute arbitrary code.,CVE-2021-22543 on Ubuntu 20.04 (focal) - medium.,5.11.0-1017.18~20.04.1,linux-aws,false
CVE-2021-22555,High,High,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-22555,A heap out-of-bounds write affecting Linux since v2.6.19-rc1 was discovered in net/netfilter/x_tables.c. This allows an attacker to gain privileges or cause a DoS (via heap memory corruption) through user name space Andy Nguyen discovered that the netfilter subsystem in the Linux kernel contained an out-of-bounds write in its setsockopt() implementation. A local attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-22555 on Ubuntu 20.04 (focal) - high.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-23133,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-23133,A race condition in Linux kernel SCTP sockets (net/sctp/socket.c) before 5.12-rc8 can lead to kernel privilege escalation from the context of a network service or an unprivileged process. If sctp_destroy_sock is called without sock_net(sk)->sctp.addr_wq_lock then an element is removed from the auto_asconf_splist list without any proper locking. This can be exploited by an attacker with network service privileges to escalate to root or from the context of an unprivileged user directly if a BPF_CGROUP_INET_SOCK_CREATE is attached which denies creation of some SCTP socket. Or Cohen discovered that the SCTP implementation in the Linux kernel contained a race condition in some situations  leading to a use-after-free condition. A local attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-23133 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-23134,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-23134,Use After Free vulnerability in nfc sockets in the Linux Kernel before 5.12.4 allows local attackers to elevate their privileges. In typical configurations  the issue can only be triggered by a privileged local user with the CAP_NET_RAW capability. Or Cohen and Nadav Markus discovered a use-after-free vulnerability in the nfc implementation in the Linux kernel. A privileged local attacker could use this issue to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-23134 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28038,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28038,An issue was discovered in the Linux kernel through 5.11.3  as used with Xen PV. A certain part of the netback driver lacks necessary treatment of errors such as failed memory allocations (as a result of changes to the handling of grant mapping errors). A host OS denial of service may occur during misbehavior of a networking frontend driver. NOTE: this issue exists because of an incomplete fix for CVE-2021-26931. Jan Beulich discovered that the Xen netback backend in the Linux kernel did not properly handle certain error conditions under paravirtualization. An attacker in a guest VM could possibly use this to cause a denial of service (host domain crash).,CVE-2021-28038 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28375,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28375,An issue was discovered in the Linux kernel through 5.11.6. fastrpc_internal_invoke in drivers/misc/fastrpc.c does not prevent user applications from sending kernel RPC messages  aka CID-20c40794eb85. This is a related issue to CVE-2019-2308. It was discovered that the fastrpc driver in the Linux kernel did not prevent user space applications from sending kernel RPC messages. A local attacker could possibly use this to gain elevated privileges.,CVE-2021-28375 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28660,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28660,rtw_wx_set_scan in drivers/staging/rtl8188eu/os_dep/ioctl_linux.c in the Linux kernel through 5.11.6 allows writing beyond the end of the ->ssid[] array. NOTE: from the perspective of kernel.org releases  CVE IDs are not normally used for drivers/staging/* (unfinished work); however  system integrators may have situations in which a drivers/staging issue is relevant to their own customer base. It was discovered that the Realtek RTL8188EU Wireless device driver in the Linux kernel did not properly validate ssid lengths in some situations. An attacker could use this to cause a denial of service (system crash).,CVE-2021-28660 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28688,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28688,The fix for XSA-365 includes initialization of pointers such that subsequent cleanup code wouldn't use uninitialized or stale values. This initialization went too far and may under certain conditions also overwrite pointers which are in need of cleaning up. The lack of cleanup would result in leaking persistent grants. The leak in turn would prevent fully cleaning up after a respective guest has died  leaving around zombie domains. All Linux versions having the fix for XSA-365 applied are vulnerable. XSA-365 was classified to affect versions back to at least 3.11. It was discovered that the Xen paravirtualization backend in the Linux kernel did not properly deallocate memory in some situations. A local attacker could use this to cause a denial of service (memory exhaustion).,CVE-2021-28688 on Ubuntu 20.04 (focal) - low.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28950,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28950,An issue was discovered in fs/fuse/fuse_i.h in the Linux kernel before 5.11.8. A  stall on CPU  can occur because a retry loop continually finds the same bad inode  aka CID-775c5033a0d1. It was discovered that the fuse user space file system implementation in the Linux kernel did not properly handle bad inodes in some situations. A local attacker could possibly use this to cause a denial of service.,CVE-2021-28950 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28964,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28964,A race condition was discovered in get_old_root in fs/btrfs/ctree.c in the Linux kernel through 5.11.8. It allows attackers to cause a denial of service (BUG) because of a lack of locking on an extent buffer before a cloning operation  aka CID-dbcc7d57bffc. Zygo Blaxell discovered that the btrfs file system implementation in the Linux kernel contained a race condition during certain cloning operations. A local attacker could possibly use this to cause a denial of service (system crash).,CVE-2021-28964 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28971,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28971,In intel_pmu_drain_pebs_nhm in arch/x86/events/intel/ds.c in the Linux kernel through 5.11.8 on some Haswell CPUs  userspace applications (such as perf-fuzzer) can cause a system crash because the PEBS status in a PEBS record is mishandled  aka CID-d88d05a9e0b6. Vince Weaver discovered that the perf subsystem in the Linux kernel did not properly handle certain PEBS records properly for some Intel Haswell processors. A local attacker could use this to cause a denial of service (system crash).,CVE-2021-28971 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-28972,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-28972,In drivers/pci/hotplug/rpadlpar_sysfs.c in the Linux kernel through 5.11.8  the RPA PCI Hotplug driver has a user-tolerable buffer overflow when writing a new device name to the driver from userspace  allowing userspace to write data to the kernel stack frame directly. This occurs because add_slot_store and remove_slot_store mishandle drc_name '\0' termination  aka CID-cc7a0bb058b8. It was discovered that the RPA PCI Hotplug driver implementation in the Linux kernel did not properly handle device name writes via sysfs  leading to a buffer overflow. A privileged attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-28972 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-29264,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-29264,An issue was discovered in the Linux kernel through 5.11.10. drivers/net/ethernet/freescale/gianfar.c in the Freescale Gianfar Ethernet driver allows attackers to cause a system crash because a negative fragment size is calculated in situations involving an rx queue overrun when jumbo packets are used and NAPI is enabled  aka CID-d8861bab48b6. It was discovered that the Freescale Gianfar Ethernet driver for the Linux kernel did not properly handle receive queue overrun when jumbo frames were enabled in some situations. An attacker could use this to cause a denial of service (system crash).,CVE-2021-29264 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-29265,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-29265,An issue was discovered in the Linux kernel before 5.11.7. usbip_sockfd_store in drivers/usb/usbip/stub_dev.c allows attackers to cause a denial of service (GPF) because the stub-up sequence has race conditions during an update of the local and shared status  aka CID-9380afd6df70. It was discovered that the USB/IP driver in the Linux kernel contained race conditions during the update of local and shared status. An attacker could use this to cause a denial of service (system crash).,CVE-2021-29265 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-29647,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-29647,An issue was discovered in the Linux kernel before 5.11.11. qrtr_recvmsg in net/qrtr/qrtr.c allows attackers to obtain sensitive information from kernel memory because of a partially uninitialized data structure  aka CID-50535249f624. It was discovered that the Qualcomm IPC router implementation in the Linux kernel did not properly initialize memory passed to user space. A local attacker could use this to expose sensitive information (kernel memory).,CVE-2021-29647 on Ubuntu 20.04 (focal) - low.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-29650,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-29650,An issue was discovered in the Linux kernel before 5.11.11. The netfilter subsystem allows attackers to cause a denial of service (panic) because net/netfilter/x_tables.c and include/linux/netfilter/x_tables.h lack a full memory barrier upon the assignment of a new table value  aka CID-175e476b8cdf. It was discovered that a race condition existed in the netfilter subsystem of the Linux kernel when replacing tables. A local attacker could use this to cause a denial of service (system crash).,CVE-2021-29650 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-30002,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-30002,An issue was discovered in the Linux kernel before 5.11.3 when a webcam device exists. video_usercopy in drivers/media/v4l2-core/v4l2-ioctl.c has a memory leak for large arguments  aka CID-fb18802a338b. Arnd Bergmann discovered that the video4linux subsystem in the Linux kernel did not properly deallocate memory in some situations. A local attacker could use this to cause a denial of service (memory exhaustion).,CVE-2021-30002 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-31829,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-31829,kernel/bpf/verifier.c in the Linux kernel through 5.12.1 performs undesirable speculative loads  leading to disclosure of stack content via side-channel attacks  aka CID-801c6058d14a. The specific concern is not protecting the BPF stack area against speculative loads. Also  the BPF stack can contain uninitialized data that might represent sensitive information previously operated on by the kernel. Piotr Krysiuk discovered that the eBPF implementation in the Linux kernel did not properly prevent speculative loads in certain situations. A local attacker could use this to expose sensitive information (kernel memory).,CVE-2021-31829 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-31916,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-31916,An out-of-bounds (OOB) memory write flaw was found in list_devices in drivers/md/dm-ioctl.c in the Multi-device driver module in the Linux kernel before 5.12. A bound check failure allows an attacker with special user (CAP_SYS_ADMIN) privilege to gain access to out-of-bounds memory leading to a system crash or a leak of internal kernel information. The highest threat from this vulnerability is to system availability. Dan Carpenter discovered that the block device manager (dm) implementation in the Linux kernel contained a buffer overflow in the ioctl for listing devices. A privileged local attacker could use this to cause a denial of service (system crash).,CVE-2021-31916 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-32399,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-32399,net/bluetooth/hci_request.c in the Linux kernel through 5.12.2 has a race condition for removal of the HCI controller. It was discovered that a race condition in the kernel Bluetooth subsystem could lead to use-after-free of slab objects. An attacker could use this issue to possibly execute arbitrary code.,CVE-2021-32399 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-33033,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-33033,The Linux kernel before 5.11.14 has a use-after-free in cipso_v4_genopt in net/ipv4/cipso_ipv4.c because the CIPSO and CALIPSO refcounting for the DOI definitions is mishandled  aka CID-ad5d07f4a9cd. This leads to writing an arbitrary value. It was discovered that the CIPSO implementation in the Linux kernel did not properly perform reference counting in some situations  leading to use- after-free vulnerabilities. An attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-33033 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-33034,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-33034,In the Linux kernel before 5.12.4  net/bluetooth/hci_event.c has a use-after-free when destroying an hci_chan  aka CID-5c4c8c954409. This leads to writing an arbitrary value. It was discovered that a use-after-free existed in the Bluetooth HCI driver of the Linux kernel. A local attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-33034 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-33624,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-33624,In kernel/bpf/verifier.c in the Linux kernel before 5.12.13  a branch can be mispredicted (e.g.  because of type confusion) and consequently an unprivileged BPF program can read arbitrary memory locations via a side-channel attack  aka CID-9183671af6db. Ofek Kirzner  Adam Morrison  Benedict Schlueter  and Piotr Krysiuk discovered that the BPF verifier in the Linux kernel missed possible mispredicted branches due to type confusion  allowing a side-channel attack. An attacker could use this to expose sensitive information.,CVE-2021-33624 on Ubuntu 20.04 (focal) - medium.,5.11.0-1019.20~20.04.1,linux-aws,false
CVE-2021-33909,High,High,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-33909,fs/seq_file.c in the Linux kernel 3.16 through 5.13.x before 5.13.4 does not properly restrict seq buffer allocations  leading to an integer overflow  an Out-of-bounds Write  and escalation to root by an unprivileged user  aka CID-8cae8cd89f05. It was discovered that the virtual file system implementation in the Linux kernel contained an unsigned to signed integer conversion error. A local attacker could use this to cause a denial of service (system crash) or execute arbitrary code.,CVE-2021-33909 on Ubuntu 20.04 (focal) - high.,5.11.0-1014.15~20.04.1,linux-aws,false
CVE-2021-34693,Low,Low,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-34693,net/can/bcm.c in the Linux kernel through 5.12.10 allows local users to obtain sensitive information from kernel stack memory because parts of a data structure are uninitialized. Norbert Slusarek discovered that the CAN broadcast manger (bcm) protocol implementation in the Linux kernel did not properly initialize memory in some situations. A local attacker could use this to expose sensitive information (kernel memory).,CVE-2021-34693 on Ubuntu 20.04 (focal) - low.,5.11.0-1017.18~20.04.1,linux-aws,false
CVE-2021-3483,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3483,A flaw was found in the Nosy driver in the Linux kernel. This issue allows a device to be inserted twice into a doubly-linked list  leading to a use-after-free when one of these devices is removed. The highest threat from this vulnerability is to confidentiality  integrity  as well as system availability. Versions before kernel 5.12-rc6 are affected 马哲宇 discovered that the IEEE 1394 (Firewire) nosy packet sniffer driver in the Linux kernel did not properly perform reference counting in some situations  leading to a use-after-free vulnerability. A local attacker could use this to cause a denial of service (system crash) or possibly execute arbitrary code.,CVE-2021-3483 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-3506,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3506,An out-of-bounds (OOB) memory access flaw was found in fs/f2fs/node.c in the f2fs module in the Linux kernel in versions before 5.12.0-rc4. A bounds check failure allows a local attacker to gain access to out-of-bounds memory leading to a system crash or a leak of internal kernel information. The highest threat from this vulnerability is to system availability. It was discovered that an out-of-bounds (OOB) memory access flaw existed in the f2fs module of the Linux kernel. A local attacker could use this issue to cause a denial of service (system crash).,CVE-2021-3506 on Ubuntu 20.04 (focal) - medium.,5.11.0-1009.9~20.04.2,linux-aws,false
CVE-2021-3564,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3564,A flaw double-free memory corruption in the Linux kernel HCI device initialization subsystem was found in the way user attach malicious HCI TTY Bluetooth device. A local user could use this flaw to crash the system. This flaw affects all the Linux kernel versions starting from 3.13. It was discovered that the bluetooth subsystem in the Linux kernel did not properly handle HCI device initialization failure  leading to a double-free vulnerability. An attacker could use this to cause a denial of service or possibly execute arbitrary code.,CVE-2021-3564 on Ubuntu 20.04 (focal) - medium.,5.11.0-1016.17~20.04.1,linux-aws,false
CVE-2021-3573,Medium,Medium,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3573,A use-after-free in function hci_sock_bound_ioctl() of the Linux kernel HCI subsystem was found in the way user calls ioct HCIUNBLOCKADDR or other way triggers race condition of the call hci_unregister_dev() together with one of the calls hci_sock_blacklist_add()  hci_sock_blacklist_del()  hci_get_conn_info()  hci_get_auth_info(). A privileged local user could use this flaw to crash the system or escalate their privileges on the system. This flaw affects the Linux kernel versions prior to 5.13-rc5. It was discovered that the bluetooth subsystem in the Linux kernel did not properly handle HCI device detach events  leading to a use-after-free vulnerability. An attacker could use this to cause a denial of service or possibly execute arbitrary code.,CVE-2021-3573 on Ubuntu 20.04 (focal) - medium.,5.11.0-1016.17~20.04.1,linux-aws,false
CVE-2021-3609,High,High,http://people.ubuntu.com/~ubuntu-security/cve/CVE-2021-3609,[Race condition in net/can/bcm.c leads to local privilege escalation] Norbert Slusarek discovered a race condition in the CAN BCM networking protocol of the Linux kernel leading to multiple use-after-free vulnerabilities. A local attacker could use this issue to execute arbitrary code.,CVE-2021-3609 on Ubuntu 20.04 (focal) - high.,5.11.0-1014.15~20.04.1,linux-aws,false
